"","iso3n","iso3c","country","year","region","eu","g7","g20","oecd","asean","global_south","income","instaccount_low","instaccount","instaccount_sc","instaccount_high","elecaccount_low","elecaccount","elecaccount_sc","elecaccount_high","socaccount_low","socaccount","socaccount_sc","socaccount_high","qod_low","qod","qod_sc","qod_high","fisccap_low","fisccap","fisccap_sc","fisccap_high","coordcap_low","coordcap","coordcap_sc","coordcap_high","delivcap_low","delivcap","delivcap_sc","delivcap_high","qog_low","qog","qog_sc","qog_high","soclife_low","soclife","soclife_sc","soclife_high","econlife_low","econlife","econlife_sc","econlife_high","envlife_low","envlife","envlife_sc","envlife_high","qol_low","qol","qol_sc","qol_high","trust","confgov","uncertainty","population","gdp_capita","gdp_growth","inflation","current_account_balance","regime","globalization","civil_war","interstate_conflict"
"1",24,"AGO","Angola",2000,"Africa",0,0,0,0,0,1,"Lower middle income",-1.005,-0.732,25.9244228432564,-0.508,-0.909,-0.737,25.1928317535545,-0.488,-0.477,-0.324,42.8363244795406,-0.133,-0.581,-0.367,32.2631578947368,-0.135,2.19765244618263,2.70368466166799,71.744143853467,3.21515796772856,-1.76600406203479,-1.21235319030884,29.37152687114,-0.677419664093965,-1.3859429727201,-1.01107224829703,29.2795668551733,-0.663892547586617,-1.31299643535615,-0.930920240707029,29.1058894734742,-0.552048773266236,-2.9102735024844,-2.01287577623055,28.5441890642709,-1.14405057406375,-2.2087505924797,-1.66560310119965,16.7325587039084,-1.12898856820416,-1.2975553858741,-0.618667271103468,56.4897333637221,0.114587489410236,-2.26751981629396,-1.87361573013425,23.7437947881025,-1.48408971777662,NA,NA,0.0359837,16395477,2316,3.05462423430785,324.996871601321,795.65,0,41.8797035217285,0,0
"2",24,"AGO","Angola",2001,"Africa",0,0,0,0,0,1,"Lower middle income",-1.02,-0.751,25.4673147023086,-0.502,-0.912,-0.736,25.2221563981043,-0.497,-0.495,-0.313,43.0969131371141,-0.15,-0.555,-0.359,32.483709273183,-0.097,1.21655868612411,1.71750729585479,56.6060951690919,2.23261195313486,-1.76115915306294,-1.20218396072826,29.5807476243067,-0.686742454509317,-1.38868424021513,-1.02180452010517,29.0422261535408,-0.667404159295135,-1.36618218154013,-0.984981090204822,27.9635185857393,-0.603190674733642,-2.82198427348138,-1.97568789821345,29.2836703108399,-1.05098595102819,-2.11208520011571,-1.46911970442595,21.3671722074565,-0.832113679040675,-2.01871551612378,-1.59102551368989,26.3576280551492,-1.13338094773484,-2.37773193260414,-1.97489035429673,21.4980495281019,-1.58511383995189,NA,NA,0.03639935,16945753,2487,4.2059985561951,152.561022469299,-1430.93,0,40.7572937011719,0,0
"3",24,"AGO","Angola",2002,"Africa",0,0,0,0,0,1,"Lower middle income",-1.038,-0.805,24.1681652490887,-0.526,-0.908,-0.735,25.251481042654,-0.485,-0.482,-0.298,43.4522613065327,-0.144,-0.614,-0.376,32.015037593985,-0.162,0.519994914486367,1.02462244902578,45.9701538997297,1.53827742915255,-1.66025169624771,-1.12029667651854,31.2654887486343,-0.592449615159003,-1.60156577613782,-1.24080820667839,24.199030830071,-0.878247210316065,-1.49803778088718,-1.11223449977504,25.2745007140546,-0.730346480563092,-2.73441971143226,-1.83831049788227,32.0154209958504,-0.964809430757709,-1.9907152912111,-1.36149282279743,23.9058549009096,-0.733466597952308,-1.87666400869488,-1.44124779986753,30.9990427602562,-1.0098218149297,-2.2277063713805,-1.8299737766594,24.7115466900604,-1.44490351344499,NA,NA,0.0140639,17519418,2901,13.6656865230232,108.897436089429,-150.09338526,0,38.948055267334,1,0
"4",24,"AGO","Angola",2003,"Africa",0,0,0,0,0,1,"Lower middle income",-1.045,-0.819,23.8313487241798,-0.542,-0.921,-0.735,25.251481042654,-0.504,-0.385,-0.215,45.4185211773151,-0.034,-0.547,-0.312,33.7794486215539,-0.088,0.647159956510354,1.17223355077231,48.2360181570691,1.65939300185493,-1.6144130567939,-1.07214407675848,32.2561757135517,-0.534162748320056,-1.61716156117044,-1.24776422384349,24.0452007720883,-0.885137515229482,-1.46315713854831,-1.08670123926386,25.8140492736479,-0.700924162402917,-2.63551021339563,-1.70545964966099,34.6571611565887,-0.868680030280971,-1.99417904881548,-1.36037945650275,23.932116776205,-0.714562586020456,-1.83485243371637,-1.4145964721769,31.8249324143115,-0.971969121666413,-2.13017329121553,-1.73243108718271,26.8745370181068,-1.34768175081685,NA,NA,0.0126369,18121477,3119,2.98985001039553,98.2241436573305,-719.5588805,0,40.2001686096191,1,0
"5",24,"AGO","Angola",2004,"Africa",0,0,0,0,0,1,"Lower middle income",-1.05,-0.816,23.9035236938032,-0.552,-0.903,-0.738,25.1635071090047,-0.495,-0.39,-0.212,45.4895908111988,-0.045,-0.523,-0.313,33.7518796992481,-0.063,0.875837896369213,1.37813004064892,51.3965764863752,1.89003446827771,-1.6118695791341,-1.07309835104117,32.2365425660679,-0.546303842684367,-1.61345628254508,-1.25571291261163,23.8694181043537,-0.889292899137339,-1.45400664426491,-1.08155014699234,25.9228980598894,-0.69618995589842,-2.56219179025049,-1.67618236673861,35.2393401575428,-0.78083852643646,-1.75040748406438,-1.10967161790229,29.8457662412602,-0.467888796132327,-1.81909920209624,-1.38401320820288,32.7726676114686,-0.950110604600102,-2.06343892941076,-1.65340936808398,28.6268283997894,-1.27931915924871,NA,NA,0.02558965,18758138,3524,10.9528617687103,43.5421067519686,681.237662030001,0,40.2421607971191,1,0
"6",24,"AGO","Angola",2005,"Africa",0,0,0,0,0,1,"Lower middle income",-1.073,-0.815,23.9275820170109,-0.561,-0.901,-0.724,25.5740521327014,-0.491,-0.33,-0.157,46.7925340990668,0.013,-0.537,-0.285,34.5238095238095,-0.097,0.944592928093539,1.4386325449788,52.3253038003683,1.95337921611505,-1.61742448657694,-1.06964718098332,32.3075466075333,-0.543733070685988,-1.62240163001628,-1.26251756580346,23.7189354114266,-0.904996342745238,-1.45240446613394,-1.07968460888482,25.9623191278858,-0.690131815384518,-2.47363949276048,-1.61302162775346,36.4952919485396,-0.708090355234409,-2.15113189070898,-1.61247646102152,17.9856999260712,-1.05951111929103,-1.77432600512835,-1.35330381731468,33.7243113161017,-0.911896721289854,-2.09891012325487,-1.70810912555699,27.413871826669,-1.31060236350195,NA,NA,0.0590732,19433604,4266,15.0289153175302,22.953513851394,5137.8826514822,0,41.234260559082,0,0
"7",24,"AGO","Angola",2006,"Africa",0,0,0,0,0,1,"Lower middle income",-1.07,-0.816,23.9035236938032,-0.574,-0.902,-0.74,25.1048578199052,-0.483,-0.328,-0.156,46.816223977028,0.011,-0.503,-0.281,34.6340852130326,-0.063,1.95254923311413,2.45205024909721,67.881497923625,2.96594443018189,-1.61097193583435,-1.06859004362785,32.3292960500018,-0.537943233991032,-1.61618988588351,-1.25379633435397,23.9118026093809,-0.890465127653623,-1.40579619431943,-1.01477748367735,27.3338848900295,-0.645737983971558,-2.47034829338525,-1.56333293984073,37.4833518981068,-0.695179006029938,-2.07058975310431,-1.42538629064398,22.3987477675206,-0.78469994389341,-1.75043951085128,-1.32601952874053,34.5698155969095,-0.889693809604637,-2.02484420392775,-1.62896382136204,29.1689036840268,-1.23831625728782,NA,NA,0.0130048,20149905,5562,11.5476831781633,13.3052101780031,10689.81893561,0,41.7217826843262,0,0
"8",24,"AGO","Angola",2007,"Africa",0,0,0,0,0,1,"Lower middle income",-1.051,-0.802,24.240340218712,-0.533,-0.886,-0.733,25.3101303317536,-0.455,-0.333,-0.161,46.6977745872218,0.015,-0.522,-0.292,34.3308270676692,-0.08,1.74155971549845,2.24928104913521,64.7689442115599,2.76139235592946,-1.62968800347538,-1.06836347599396,32.3339574307516,-0.568437588931108,-1.61694129209049,-1.23915337483725,24.2356268981991,-0.887236994327015,-1.39599658380909,-1.01804005063042,27.2649429192484,-0.625518964138695,-2.39047969177778,-1.49055972870222,38.930447773402,-0.633257010638596,-1.97981477591368,-1.31508326287015,25.0005548942144,-0.691114253529692,-1.57632440349184,-1.16890129194313,39.4387034714893,-0.729950605919226,-1.9050483105199,-1.52810415768537,31.4054472752797,-1.12682995127042,NA,NA,0.003861175,20905360,6921,14.0100182426328,12.2514974459487,10581.25070488,0,42.6016006469727,1,0
"9",24,"AGO","Angola",2008,"Africa",0,0,0,0,0,1,"Lower middle income",-0.98,-0.77,25.0102065613609,-0.489,0.057,0.2,52.6700236966825,0.321,-0.324,-0.16,46.7214644651831,0.024,-0.363,-0.161,37.9423558897243,0.025,2.33884922121966,2.83732585135509,73.7955667575538,3.36522922240055,-1.60320919576927,-1.06762570919562,32.3491361740366,-0.538432488095532,-1.5864629951563,-1.21655582187351,24.7353644348055,-0.863763329454579,-1.34691474415146,-0.970969690738071,28.2595963387886,-0.58819717089025,-2.36690762698076,-1.74856457326148,33.8000194121017,-1.15942503698275,-1.93075114221059,-1.30251254743394,25.2970705717045,-0.662943453791104,-1.56260283533435,-1.13949367692876,40.3500068509204,-0.717716902220753,-2.09701719463552,-1.70271356857144,27.5335172622908,-1.30083647462694,NA,NA,0,21695636,7821,11.1661383303614,12.4758291326398,7194.246953019,0,42.7307586669922,0,0
"10",24,"AGO","Angola",2009,"Africa",0,0,0,0,0,1,"Lower middle income",-1.018,-0.777,24.8417982989064,-0.519,0.051,0.197,52.5820497630332,0.319,-0.3,-0.129,47.4558506819813,0.051,-0.357,-0.156,38.0802005012531,0.039,0.796018208591686,1.33275920719359,50.700123789825,1.82987735420445,-1.58331456458603,-1.05045319543773,32.7024418235668,-0.508488365064571,-1.57326669335782,-1.21582690733396,24.7514841428543,-0.851357121108441,-1.42930221066587,-1.05207585608701,26.5457253402534,-0.668316727283932,-2.33508089102756,-1.72861985587347,34.1966202740754,-1.13583246350497,-1.82958482064148,-1.19842810428686,27.7521948908058,-0.552589889022069,-1.6553757015156,-1.24692676590681,37.020796474608,-0.808884521846994,-2.07782872420151,-1.6853710333366,27.9180846366169,-1.28628892757295,NA,NA,0.0166773,22514275,7745,0.858712615098284,13.7302839288409,-7571.65174569,0,43.6982269287109,1,0
